ItemID,Sentiment,SentimentText
2691,0,Ow my head 
2692,1,"@Robviktum Warm and muggy after Tuesday possible t-storms, but not as widespread, possibly severe too "
2693,0,Just came out the American Express building to pay my mom bill I was sooooo tempted to apply for one  don't wanna do that to myself
2694,0,*stinky lol im cranky tonight i know 
2695,1,"It is raining, mother nature doing her clean.  We now have green grass again and my car is looking the cleanest it has in months "
2696,0,"Wow, I feel like crap. You'd think I was hungover with this size headache but I'm not. I think it's regret for being back in NC "
2697,0,will miss all of you !  my classes starts at 1pm upto 7pm ( http://plurk.com/p/1126i0
2698,0,"how do i get through a night without you. If i had to live without you. What kind of life would that be. U r my world, my heart my soul "
2699,1,Oh toonightt  soo excited!
2700,0,"@thisisrobster Ugh, I just typed a nice long comment on that blog post, but OpenID ate it "
2701,1,@devinjay oh just referring to our lil exchange on LJ with regards to twitter archive postings. 
2702,1,"@conpie everyone follow connal because she is aamazing, and i love her "
2703,0,i can't see my toes 
2704,0,Starting the final episode of #TheUnusuals  In download news- ITunes has a behind the scenes video available for free!
2705,1,tired and cold and eating cereal 
2706,0,Sunburn on my lower arms and knees  Screw the farm!!
2707,0,"Early night. Gotta get up at 7am, and work. Blah "
2708,0,@darthbender My service was down for a few hours on Saturday. No internet or phone service. Fabulous when you're traveling. 
2709,0,@mathymelody ayw ko na si rico blanco ngayun.. he left rm... what's rm without him... 
2710,0,rain rain go away come again another day all the world is waiting for the sun 
2711,1,"is happily aware of the fact that my hormones run crazy, constantly, and that my mood impacts...well, everyone!  "
2712,1,@joannalovesyou1 lmao jack and alex were cuddled together last night 
2713,0,@innuendogirl My computer froze because of that open office thing. I have to use my other computer and tv.com is blocked on here. 
2714,0,@Jonasbrothers wish i could be there.... 
2715,0,"M grandma is rather difficult -.- and oh my goshhhh, where did that French air plane go? "
2716,0,Got a shot 
2717,0,@davekellygalaxy Are you really leaving oh no what i'm i going to do now!!!! 
2718,0,"i spilled honey all over me me  this sux, better hurry home b4 the bee's attack me!!!!! ek"
2719,0,@myrios new meds usually do that.  I tend to dislike changing or adding meds. 
2720,0,An old man like me shouldn't be so broken up over having to give up a cat. But I am. 8 years is a long time. I miss the meows 
2721,1,@devioustree  the sun is NEVER too hot... loving this  sunny day 
2722,0,why won't my pictures upload???  x
2723,1,getting off. diner. study. shower. read GLASS 
2724,1,New Article: http://tinyurl.com/c6mek5. Let me know what you think... 
2725,0,Eating at jacks bbq. It was delicious! Going to the airport soon  we have a show at hot topic in cali when were back
2726,0,Getting ready for bed ... Working toMorrow  nite y'all!!
2727,0,Watchin the news smh @ the plane crash victims that is so sad 
2728,0,severe heartburn 
2729,1,first schoolday and I have to say OMG I missed my crazy class ... they are sooo strange  but I am too so it fits 
2730,0,Hurry up itunes!!! I want to sleep. 
2731,0,Where did mr. sun go? 
2732,0,@danschawbel I apologize for not being able to make it for the webinar. Poor show on my part. 
2733,0,@vargasJBcrazed i noe  pshhh live to party right now
2734,1,"@nehabebo - her name is Malena, she just turned one!  she is as ornery as ever! hehe"
2735,0,Draven's elbow met cement this afternoon  Looks nasty.
2736,1,@jcrohrer  too bad kirk won't get a twitter so he can hear your thoughts ;)
2737,0,@iampoolboy   me too
2738,0,Glad jess is back in town.  Now I'm sorting out the Lee Valley order that will allow me to work all summer long!  Hooray!!! 
2739,0,First game of the day lost   no subs yet again.
2740,1,@JEFFHARDYBRAND WELL HAVE FUN AT WORK TODAY 
2741,0,thanks gourmetcook! But cold shower wouldn't help. 
2742,1,@joshgoldenmusic im following all 3 of ya hun... you liz and john  hoipe to talk soon =D x
2743,1,"HAHAHA he actually DOES like it  Good, so do I"
2744,1,un vot pe blogoree daca merit: http://bit.ly/11OvdZ    ms!
2745,1,"SLEEPING  nyc all day with @iamstevenbaggs hopefully, bbyboyyyy &lt;3 imissyou, 1 more day!"
2746,0,"@MLE514 yup carleton cam, I didn't see it tho, I'm too short "
2747,0,this bus smells like bum ass and is sticky 
2748,0,@trentvanegas so is the 3.0 software extremely amazing? I haven't downloaded it yet so I'm very jealous!!!!  
2749,0,Still can't believe Jims dead. 
2750,0,@mister_showtime Aw darn - I was drinking and being merry. And I love being rude too 
2751,0,Apparently you dont have time for ur fans!!!!!!!!!! 
2752,1,"@TonyPrice1970 hahahaha, don't worry its done and dusted, so to speak  hope ur having a nice day "
2753,1,@mileycyrus Dont be miley you are an amazing singer and person! and i love you so much. am watching hannah montana right now 
2754,1,Awake. Had a really good nap 
2755,1,Headfirst--Selena Gomez. I love it 
2756,0,HELP! can someone please explain to me how i can have my own background? it won't let me upload my own pics  ! X
2757,0,@richwareham Geeks in Space -- yup.  Another awesome podcast I discovered just as it was finishing... 
2758,1,@maryyex I DONT WANT  I DONT WANT! LOOLL
2759,1,is on her way to Indian Beach to do some shopping! 
2760,0,really want summer.its 61 degrees and raining 
2761,0,Super bored  i think its time for bed! Goodnight world
2762,0,I GOR 9Min'S UNTIL I LEAVE YALL . .   SMH 
2763,0,"@yonaa ada di PIM1 tapi cuma quick grab and go trip, can't make it to the #coffeeTU  say hi to everyone!"
2764,1,"@traceyannepryke Haha!  Yes I'm taking over the world, one tweet at a time.  This would be faster if they invented the 141 char tweet!  "
2765,1,@jodiem yeah she's getting better   but lesson no 1 will be about phone numbers!!
2766,0,Lashind Rain Here In Ireland......Tipical 
2767,1,"@Bornin82 why limit your story to 140 ch. Tell all what is annoying you at www.iamsoannoyed.com ,it will help relieve your stress "
2768,1,"Off to school to play some real football, no american stuff here "
2769,1,@shankzz Been doing that for the past 5 years. Now more motivated! 
2770,1,@bengoldacre ...pls follow me so that I can DM you. Also u shud chat 2 @bletchleypark have u bin there recently? Thx so much 4 ur support 
2771,1,Loading our stuff in the van for our gig tonight and enjoying the warm and sunny weather 
2772,0,need to write a speech!   bye twitters!
2773,0,just found out about david cook's brother. My prayers are with david and his family 
2774,0,@Rachiearoo no im not im going to see family for a few weeks so i wont see you till my birthday i dont think 
2775,1,@MareBiddle Always happy to help spread the word... 
2776,0,Need to stop staying out late without coming home to turn on ac first. It's still too warm to fall asleep. 
2777,0,Should I sleep now? I don't want to yet. Super tamad to do on duty tomorrow. No Med Ward.  Wala namang nag-hihingalo sa Surgical Ward.
2778,0,"not feeling well. wife isn't feeling well   just watered garden, letting wife sleep and doing laundry before anyone wakes up."
2779,1,Hope everyone's having a great one! 
2780,0,@jedi58 no  I will admire from afar (and watch the liveblogging from engadget). Also I'll buy a new iPhone to add to my collection 
2781,0,@nikfourpeace to goto philly and get my toes done lol 
2782,0,@askandiwilltell  I didn't know
2783,1,"Watching The Wizard of Oz, and downloading the soundtrack "
2784,1,Spent the entire evening with my beautiful neice...I've never seen anyone more precious in my life...ur uncle loves you sooo much MIA  
2785,0,"Finally a break, trully dreading the 11 hours tomorrow now. "
2786,0,"@Vriden Garlic bread sounds F-ing good. And your package will be there soon, sorry for the delay "
2787,1,At my parents house i found my old cats cradle string in my sisters room and my mom and i were trying to remember how to do everything 
2788,1,"@GarethCliff hey gareth  im a huuuge fan of 5fm ur morning shows r hilarious!! especialli DAYS OF OUR MORNINGZ  i lovvve it,keep it up!!"
2789,0,"@lee_kd ahaha aww fair enuff then, aw another hour, im sooo bored stuck at home "
2790,1,"@RHughesy i think its adorable how in the short span iv had this, you have updated your &quot;status&quot; 15million times... keep me entertained "
2791,0,@chickenofthesea omfkajshfdlsahskja that doesn't sound very promising    
2792,0,Trail of terrors page on facebook now has 173 fans.  The group still has more 
2793,1,"John Cowan Band rocked the Mucky Duck in HTown tonight - GREAT stuff, I am still a huge fan  what a voice !"
2794,0,Damnit! Just lost all my delicious bookmarks while I was trying to concatenate my two accounts  Gahhhhhh 
2795,0,@Lady_Twitster awe  **hugs** glad you're feeling better now though
2796,1,@Makenzesgranna @IdaZL @laughterandjoy @PeachyPictures @Mamizuno @OutdoorBusiness @scarletmandy @AllyCupcake follow me! 
2797,1,@honorsociety i have a question....how do you go full moon crazy? 
2798,0,@SAngelloLIVE Will u b at pacha next mon? It says on the site you're not!!  GUTTED!!!! Oh well may just have to stay an extra week!
2799,0,"Sad - decided no on the drink because I feel a raging migraine coming on,  Looking for my drugs."
2800,0,yawn morning I've had an hours sleep  x
2801,0,staring at the sunshine through my office window! 
2802,0,Missing out on the last week 
2803,1,i'm back did any one miss me 
2804,0,Zombieville USA is my new fav iPhone game. Just sucks when u die u have to start over and u lose all your guns 
2805,0,@joeymcintyre I heard you guys were on for one more year and then we hear the break-up speech 
2806,1,@ArielChloe well another sunny day i could get use to this time off work maybe i wont go back they wont miss me 
2807,0,"rain on a saturday = a lot of people at the mall, damn ; working! "
2808,0,im soooo board in college wantin my bed 
2809,1,loves Conan O' Brien. Thank God for taking over Jay Leno 
2810,1,"@jarodvhale Got it last night, listening today. Thanks for  the offer, that's so cool of you. "
2811,1,"finished writing his &quot;how to create a squeeze page from scratch&quot; document, just needs to convert it to PDF now and distribute it "
2812,1,No matter what I ALWAYS find out the truth. 
2813,0,Grrr.. my ipods acting weird too! Jai ho and thinking of you aren't playing the full songs.. ughh. 
2814,1,@PaterzAttack Figure it out for yourself - that's your challenge for tonight 
2815,1,"Startup Family Kim: Tight, Bright, Full of Light  @WeGame @JoyceKim #K-Genius #Solid #TechFellow http://yfrog.com/6f3zgzj"
2816,1,http://twitpic.com/3nfbt lots of noises but I guess you can't hear them 
2817,0,"No heating in this stupid house so the warmest place right now is my bed, which I can't go back to as I have to go to work in a bit "
2818,1,He's dreamy. 
2819,1,a book i strongly recommend  --&gt; Addicted to War: Why the U.S. Can't Kick Militarism http://bit.ly/OYDaz
2820,1,"@tommcfly i saw you in edinburgh you were amaaazing, i love you i love you i love you   xxx"
2821,1,told my mom the green salsa is called &quot;whorepepper&quot;...and she totally believed me  haha
2822,0,"i need a new twitter app, this one doesnt alert me when i get a reply "
2823,1,"next time say you'll bring the garlic bread..It just cost me $2.50 to make!!, you know assuming your as tight as i am. Im off to dinner "
2824,0,super big heavy rain here... Cant go work d lo like dat  morning frends. Last nite i dream of someone....omg!
2825,0,missing the family 
2826,1,Wedding time....GO MAGIC!!! 
2827,1,"@belladonna20 lol, play HARDER- ya in my youth I did - now find a modest balance of both has fewer side effects the following days "
2828,1,eating raspberry cheescake for lunch 
2829,1,@vacant_heart  in the country_ no computer 
2830,1,"@KathyBuckworth Hey Kathy if your daughter wants to come clean out my garage, there's 50 bucks in it for her "
2831,0,my car leaves for chicago tomorrow..! 
2832,1,@ZnaTrainer yes...so we have a lot of angel moms up there!! 
2833,1,Download the I love blackberry app from crackberry.com it tells u how lond and how much u use ur BB very scary stuff I tell ya 
2834,1,@lilsarahp NIce to see you on Twitter. Looking forward to your tweets. 
2835,0,"@ImInLoveWithMJ yeah I'm gonna need it lol, I feel like changing my icon now! "
2836,1,Thought today ll b my first day at T.I.M.E !! But got to wait till next week. Dont know y i m excited 
2837,1,"i wanna read post secret but my dad would be like &quot;woah are you depressed?!!?&quot; no i just find comfort in reading them, dad "
2838,0,@biggerpills For asplit second I thought he might have a thing against beer (but that's CAMRA) 
2839,0,@danimckinney i love you beautiful 
2840,0,I'm fighting with time.. fighting with time.. fighting with time 
2841,1,"@libbyalexander thank you, hon &lt;3 are you enjoying your new home today? "
2842,1,Florida here I come with @cloudsfightback and @kailakuuipo can't wait to get there already 
2843,0,Need to go to Walmart.  
2844,0,i dont know why i'm unable to upload any video on youtube/flickr/metacafe  its in mpg format. less than 100mb..
2845,1,@tomkiss somebody has no regard for ndas 
2846,0,@unitechy nahi re.. BSNL office had 2 days holiday.. Could not yet submit the application.. 
2847,1,@ktjade trailer for new moon comes out this week 
2848,1,up was funny 
2849,1,@jolicoquelicot i think my neighbors are secretly playing some music that are getting the birds in the mood.  watching joel.  
2850,0,@NataniaBarron Sorry to hear.  *sends e-chicken soup*
2851,0,"@Willie_Day26 because I had to work.  I was devistated, keep up the good work and will you guys be in Texas again performing anywhere??"
2852,0,@sitablanco it was very cute...didn't get to see it in 3D though 
2853,1,@Xtravirt awesome as usual 
2854,0,@knmn That gives a bad impression. Thumbs down ASDA. 
2855,1,@Virtua_Tennis Apple + Fire = Win? Which is obviously true. Sorry we can't make the event today! Hope it goes down well! 
2856,1,"Strange feeling of......ahh yes, that's it.....NO MORE EXAMS! Dare i say HALLELUJAH. Wahoo woopdidoo "
2857,0,"here we go again...maldita rotina! mas hj ï¿½ sexta!! grande coisa, aula de japs e english ashita. "
2858,1,@Wossy have a great sunday 
2859,1,Gonna go gift hunting for hubby's bday  I hope that wallet looks as good as it does online in rl!
2860,0,I wish @PerezHilton was in Vancouver  
2861,1,@pamfidler I would probably be more like a &quot;vocational missionary&quot;-at least for 1 year-maybe more?! Thanks for the prayers! 
2862,1,@smore12 I think you're right 
2863,1,"@digihal thx! this and search, will give u a kickass app "
2864,0,"These severe, reocurring headaches have become unbearable...i'm going to the emergency room  @projectbrain"
2865,1,Wishing @JimDuong a very happy birthday  
2866,1,"O-M-G!! my b-day it's 16h June, and THERE IS MESSAGES ON MY ORKUT PAGE! oooh! THANK U SO MUCH GUYS! love yoou!  "
2867,0,@OllieStow I almost wrote a letter of complaint to the council this week! We must be getting old! 
2868,1,@JacyntheSimard been to any meet the marketer events lately? 
2869,0,"Didn't realise I didn't sign up for updates of Ristorante Paradiso on crunchyroll, now I'm 7 episodes behind  http://bit.ly/106MwQ"
2870,1,@mileycyrus please follow me x  it would make my 1st hune 2009 day  x
2871,0,"@traceylien That's a shame.  Yeah I love my pasta, so I'm pretty finicky with it. The easiest and most delicious pasta to make though is.."
2872,0,today is the day...SATs..i wish i was taking it at my school  im gonna get lost
2873,0,"watching TV, but I am bored!!! "
2874,0,"@BeerAdvocate aww darn missed you guys!   Had a blast at the #ACBF, though. Sure I'll see you soon... Hair of the Dog, perhaps..."
2875,0,cznt sleep!!!!!!! i cant bbelive how sore my foot is 
2876,1,"Woke up since 11 am but to lazy to get up, I love my bed "
2877,0,There's a blue mark in my feet coz the fallin' bed.. Look terrible.. 
2878,0,@mattaiken I doubt it - still in the old house packing stuff  you guys going to the bell?
2879,1,@Captainwalker I've seen it. It's awesome! Two thumbs up from me. 
2880,1,This is why we're married! LOL 
2881,1,"oh and by old school, I don't mean Put Up or Shut Up. I mean The Party Scene! "
2882,0,Out of the showerrrr. Not liking this weather  Piri-piri chicken at the harvester later? YEAH MAN :]
2883,0,@timbuckteeth a deluxe is next on the list!! then a gold top and a 59 VOS. Think I can live with 5 les pauls - dont think Mrs G could tho 
2884,1,I had such a great weekend that I lost my cell phone 
2885,1,@JuanitaPerez @RickatFox Ricky can go in the office and use my suits.  Just leave my medicine in the pockets!! 
2886,0,getting sick before vacation...grrrrrr!!! not too happy about this folks 
2887,1,Check out our Great New Lowever prices www.digigonzo.com 
2888,1,Just been updating the Academy promotions on the web pages. I know who is up for TIG next month 
2889,0,She got a little more than 5 mins in and refused it. Apparently she has a major no-no clause to throat slicing.  So Close... 
2890,1,the dance was amazingg.  i danced with everyonee. 
2891,1,@WOAHITSEMMA Hey! So Debby Ryan said it's your sweet 16 tomorrow!! Happy Early Birthday! I hope it's the best birthday yet!!  ~Steph
2892,0,@LIVESTRONGCEO the Pens are behind 5-0 
2893,0,eating pancakes then off to go to school. I'm scared about my scores of the State Exams 
2894,0,@Nadia_Fly hi nadia! today i woke up late lah tak sempat nak dgr your pagi show! 
2895,0,very dissapointed by grand slam tennis motion plus controls  hoping tiger woods will do a better job
2896,1,#musicmonday @ http://www.reggaenews.de : Kafu Banton - Prakata; Eek a Mouse - Wa Do Dem (Live) &amp; Barrington Levy - Murderer(Live)   
2897,0,"Boo, the Golden Gun is sick &amp; not coming out to play tonight  oh well, c'est la vie!"
2898,0,@xxloverxx yea - here is the UK buyers site for the windup remote but i cant find a US seller  http://www.gizoo.co.uk/products/avcommu ...
2899,0,Im loving the sun today........but not the hayfever 
2900,1,@JonathanRKnight Damn I missed you tweeting again. I am glad you still love doing all of this even tho its tough sometimes.  LOVE
2901,1,@shelbilavender #babealert umm yeah there are a few other #babes I'm sorry you had to find out this way. Are you mad? 
2902,0,Haven't received my new PC yet  Hopefully tomorrow...
2903,0,I want to fall back asleep!  
2904,0,@Cyhuntastic I wish I could have gone 
2905,0,"I just got excited about a sale on milk at the grocery store tonight. I'm officially an old, boring adult. "
2906,1,Mactoura All Seasonï¿½s Fashion Tips Coming soon  its Fashion Saturday  http://mactoura.com/category/fashion/
2907,0,at work!! im so ready to go home 
2908,0,cual es tu version its over 
2909,1,"totally tired. a great feeling that today's gonna be amazing. with lot of laugh  luv u, yay ?"
2910,0,Been in bed all day Sickies 
2911,0,Is up late editing. Me tired and lonely. 
2912,1,Watchin comin' to america w| the freemans yaaaay love them my other family  nd another bday gift wooohooo
2913,0,I'm awake. I'm sleepy. It's Monday. I have to be up at 5 am for the next 2 days. 
2914,0,I am really pissed ... u ever have a day u start out great then get completely shut down... Without seeing it coming?? I hate that ! LOL 
2915,1,Playing ~ Bryan Adams - I'll Always Be Right There ..I would love to play this romantic song for a special one 
2916,0,@aherne148  Yeah I just read the BBC report...what a terrible thing to happen. 
2917,1,@malfoymercy Hogsmeade Queen 
2918,1,@jennyxelfxo95 Haha my fav movie 2!  R u on AIM or MSN?  If u wanna direct message me ur s/n we could chat about HP sometime 
2919,0,http://twitpic.com/7z3w0 - Last month when i really burnt my back  Ouchies!!
2920,1,"has just signed up to twitter since everyone keeps talking about it, I cant see the fascination yet if im honest "
2921,0,Finally teed it up for the 1st time this year - no time at all  managed to throw up a 75 with 27 putts and have not hit a ball for 3 wks
2922,0,@ShinRa_Reno sounds like someone needs a megaelixir 
2923,0,Just did some srs tumblr housecleaning. Still REALLY wish that there was a way to change your default tumblog though 
2924,0,@hopsterr skype broke i can only use aim 
2925,0,@mizsprieta yeha i dont have to pay it was a mistake..but i dont like mistakes like dat so i left ummm..i have no phone anymore. 
2926,1,@surajram @masarat @BenedictHerold thank you! 
2927,1,@carajean24 he really is...and he wonders what it is that draws us to him...he's just so real... 
2928,0,I will kill A dog today if it licks my face again grrr! 
2929,1,is very happily hungover. thank you everyone who made it possible 
2930,1,"@oh_laurensage Aw well like what, gee don't keep me in the dark! LOL "
2931,0,coworkers are telling me it's national donut day. but they didn't bring me one 
2932,0,"I feel sad because I have uttered a bad word today. I did not mean it. God, please forgive me. "
2933,0,denied on the lawnmowing for today 
2934,1,@atavistian we should talk on some messenger or email sometime... 
2935,0,what a lazy sunday! back to work tomorrow 
2936,0,"Awww NOOO, not my Venus        Will redemption come in doubles?"
2937,0,About to cycle back to #yyc from Bragg Creek. Rain along hwy 22. Forgot my rain jacket.   http://yfrog.com/7ho2dj
2938,1,@bep UK number 1! boom boom pow. Will.i.am is a nutter 
2939,1,"@IamButton Oh, hallo!  There you are.  Andy didn't give me your twit-addy. Welcome to our chaotic circle!  "
2940,0,Just finished work. wanted to buy a shirt at work but a fellow employee took the last x-small. i was not impressed. 
2941,0,Something opened up and spilled ALL over my clothes in my suitcase 
2942,0,Still managed to spend Â£9 on food in ASDA that only needs to last me until tomorrow 
2943,0,@msirene1112 Dr. Daniel Jackson. Gagging while purring  Inflamed glands (like tonsils)
2944,1,@MrAntony who deleted ur msn??         &amp;  i Just painted my nails pinnnk 
2945,0,@MrsDDoubleU u should! I think it works! No I didn't go on the cruise  wish I did tho....did u just love it?
2946,1,working tonight. then going out. party! yayy 
2947,1,Cooking with my stepfather 
2948,1,@stephyc whatcha do?  I had a good night out as well.
2949,1,has a new toy....dell mini 9 
2950,1,"@darraghdoyle the balcony! pahahahaha! Well I'll see how it goes, good idea "
2951,1,@sadekhm lollll 3ady ya gameel el mohem teshta3'al we mane7'sarsh el 145 geneh beto3 el keyboard 
2952,1,@raraheileen have amber give you a little massage...shes taking after her mom 
2953,0,@geegee77 it is reported Carradine hung himself in Bangkok Hotel.  
2954,0,"um on twitter ,msn and my mums buying another david archuleta necklace cos mine broke  but i get an evan cooler one "
2955,1,"@riweasel wahoo! I'm glad you like it!! its really fun, and challenging...which makes it more funner.....what? "
2956,1,@Sashasan I was just thinking about that today 
2957,0,So I wish I could find all my Blink 182 cd's. Sucks the mark tom and travis show is scratched up 
2958,0,trying not to get pregnant like duryan ... lol no drinking for me 
2959,1,@Regalstretch hope my hometown treats you well 
2960,1,@pocketedward but your one of the most loved action figures tho 
2961,0,I am noticeably annoyed that gmail has decided to stop remembering my &quot;always show images from...&quot; settings. 
2962,1,"@DirtyA chilll ima og in the smoke game, you couldn't blow down the shit I smoke "
2963,0,Bummed Nadal didn't win   Double-bummed I can't watch the French Open live  
2964,0,"too many interfaces to manage, hard to keep twiting when u dont have a blackberry "
2965,1,wow @xkenziex! You're really a dedicated fan! 
2966,0,just got home.. and i lost my voice 
2967,0,What are you supposed to think when someone called hornyhottie is following you?  
2968,0,Didn't barney smoke weed or something?... i dont remember...  *bad dino*
2969,1,@rosehwang thnx for callin me good people...#followfriday on sunday for you  tweet me up sometime
2970,1,"@GadgetGeek82 haha ow, but i love the adrenaline rush ;) esp those things that drops you 60 feet oooohh "
2971,0,let me re-word that tonight stunk 
2972,1,Just chillen with my cuz josh 
2973,0,@ben932 fradgely   where were u?
2974,1,"is quite nackered.. iuno why.. :S      i need a hug, and a good therapy sesion off luce  x lol"
2975,0,My twitpic won't work. 
2976,0,Going to sleep gotta wake up @5:00 to go drop my parents off to lax  for their vacation
2977,0,I'm currently being spammed... 
2978,1,"@nikpages Thanks bro, Exam was OK, not bad.. Time was the villan..  How was yours..?"
2979,1,Wow... almost 3am. I guess I am sleeping in tomorrow  
2980,0,@drekviii lol you would. and i hope i do  &amp; hey... someones birthday is coming uppppp(:
2981,0,All nighters are getting old. I am so tired that I honestly feel sick. I have to drive an hour in less than 3 hours  anyone else up??
2982,0,"yup civil war in iran. and if they say &quot;death to...well prety much every non muslim.&quot; yeah... not good, not good  who are the warbackers?"
2983,1,More Haying but I needed my gaming fix and so did you   Got in at 1am and up at 6am. I need a vacation. Long hours with no pay.
2984,0,@WooopJess aww lame! mine wont let me upload a vid  siigh lol.
2985,0,"How does the Christian vote work? If you hate Sunnis more than Shias, vote Aoun, if you hate Shias from that Sunnis, vote March 14. Sad "
2986,0,I am dating a girl on myspace. We are in the restaurant but I need to go offline cuz I am going skatebording with my frends. 
2987,1,"@Killaya OMG YAY!!!  but ROFL about your eyes being closed, oh well lmao. DUDE YOU MET TRENT FUCKING REZNOR!!!!"
2988,0,"I just know that i'll be added by gamer/nintendo/wii spammo twitter accounts 2m, just because i've mentioned them 2nite.. "
2989,1,REBLOG IF YOU LIKE TO REBLOG THINGS.  - letseatstrawpasta: http://tumblr.com/xt01wynev
2990,0,Dull week so far  ... Pending axn today.
2991,1,Just bought that psychic birthday book thing. 
2992,1,@retr0h New eyes doing well 
2993,1,I'm going to go snooze now. yaya. 
2994,1,try to ask wolfram alpha &quot;are you skynet&quot;?  http://tr.im/oEs2
2995,1,"@edithkinss i know  you'll love it, btw would your mom let you come with us to the pool party?!"
2996,1,Desperate Housewives was great tonight...didn't feel very finale-y though. Oh and the wedding at the end...please let it be Susan! 
2997,1,With @cosmicsummerset! 
2998,0,Just killed a butterfly 
2999,0,Finally got to see the series finale of Scrubs...Loved it!!! Really gonna miss that show.  
3000,1,@giladby: No 9.10 for anyone yet  maybe in october (2009/10)
3001,1,updated her myspace page fully    http://www.myspace.com/mariethemarionette
3002,1,"@Juniorholic I got the first Gossip Girl book, I just have to finish reading Marley and Me "
3003,1,"welcome to twitterverse, arlene! hope you like it here. follow her, ppl - @achie8  "
3004,1,IM JUS DAT NICCA 
3005,1,@imagni I just took the Engelbaum photos 
3006,0,i thought for sure Ashley &amp; Kupono would be going home. so sad for Max. 
3007,1,And this is how it turned out!  http://twitpic.com/6b108
3008,1,@yanghuawawa Uh oh. ???????...  At least in HK 
3009,0,ughhh youtube is down  i'm bored.. i wanna make videos.
3010,0,@anniegxxx omg  how long ago was this? Xx
3011,0,@RUQRU I think it's called apostasy.  
3012,1,@TittySalad hey sugar how are you me miss you 
3013,1,if i get this french done i can watch the live chat 
3014,0,"staff meeting, then visitation, sunburn stills hurts "
3015,0,"Hey tweeters, sorry I have been gone, I have had some health/incident issues. I have been in and out, trying to get back on track. "
3016,1,"Tearing myself away from the internet. 15 hrs till I get a reliable connection! Until then: lines, security, inflight movie &amp; then home. "
3017,1,@mygearstore you guys are awesome  and very creative! that my gear bar looked mighty delicious haha
3018,0,@SdotDaGREAT drank! I miss y'all 
3019,0,derry losing in the semi final 
3020,1,@IndyJane Patience!  I was in the same boat once! 
3021,1,@sheerjewel yes it should! Crazy early morning wake ups!! 
3022,0,Is a pit ticket worth $63.00 for Blink/FOB? I'll prob have to go by myself 
3023,1,"Having a blast at A New Start Rejuvenation Center! Stop by 8238 Gov, Hayden for a free Vibration Training  Fun, fun!!"
3024,0,@idddy holiday. I don't know whether i should go. 
3025,0,My mom  used my AP Tour bag as a trash bag. Goodbye 
3026,0,@divarina21 did she tell you why she hasnt? i miss my boge. 
3027,0,"@bos31337 congrats! Can't wait to get my copy. Finally got my #rwh copy, all wet cos of the postman "
3028,0,"Looking forward 2 Kannapolis, NC (near Charlotte). Seeing family, friends &amp;enjoying the beauty. Golf is out since 2 $$$ 2 bring clubs. "
3029,1,@Saudi lol nope ur still creepy    nice try though
3030,0,I don't want to go to class. 
3031,0,@TillmanMill1ion U didnt call me! 
3032,0,@tomsp But what could you BUY? I could buy a nice little house back in my home town... and I'd guess my rent is cheaper than yours. 
3033,0,I've drank for too much summer fruit juice and am now feeling worse for it... Oh the pain 
3034,1,Robot Chicken 
3035,1,@faulko1  hehe thats one way round the system 
3036,0,@daydreamlily Outlook not so good 
3037,0,Pres. Obama picks the Lakers to win  sad face
3038,0,"@julibarcelona car accident; girl rammed into side of my car. min body damage, back axle is messed up! more bummed i missed #smcchicago! "
3039,0,OMG I totally just dropped a glass centerpiece in walmart and ran  it was an accident!!! Lol
3040,0,is still awake and it's 6:06am.. 
3041,0,marriage...you and.... wow I hope you're happy 
3042,1,"@TomFelton Soft food menu ideas: mashed potatoes &amp; pate,soups,yogurts,bananas,hot cereal...1 more week &amp; U should be able to eat steak "
3043,1,"Woo, Rangers and Chelsea both won. "
3044,1,"@cliffc100 Hee hee, thank you! Don't worry, I was very good, just one glass of rose "
3045,0,my new kitten is very sick 
3046,1,@GoPetFriendly youre welcome   good luck with the launch!
3047,1,This weekend I need to put all my worldly goods in boxes.  I hope I can throw-out half of them first 
3048,1,"Hating twitter right now; they tryna Xplain it, but i just aint comprehending.! Wassup wi dat?! Hows that for what im doing? "
3049,1,@renatelievphoto same ideas here in Oregon!  Great minds think alike 
3050,1,"Playing some scary games! I can't wait to play Hotel 626, even though I'm petrified "
3051,1,@lostmitten I know! It took for ever to get them out of my hair! I had to sit down because I started getting tired 
3052,0,cookieholic anonymous tonight  i just cant quit
3053,0,Season Finale of the Hills 
3054,1,@woahitstara: lol wut do u mean sup?! its twitter u say wut ur doingggg just look at my updates and ull know wuts  up  lol
3055,1,@superkingdom - Thanks a bunch 4 the support &amp; follow! Have a great day &amp; keep the positivity going. 
3056,1,"@gi_ri_ja good morning, It's nice to see you!   "
3057,1,I just gained a new sponsor - and I didn't harrass them to bits either 
3058,0,@Jamie_127 DAMN! I missed you again 
3059,0,@nunimom It certainly helps...I miss my crackberry 
3060,1,@vh1sCornfed how come your still awake? 
3061,0,And now the hp servers have arrived too! HOOOGE toyfest (once the work is done  )
3062,0,So Bored now that Garrett left! 
3063,1,On my way home  work=crap
3064,0,"I seriously hate direct messages, I never really look at them, and I just realized that I have 659 of them. "
3065,1,"just learning how to use the twitter.....tweet,tweet,tweet "
3066,0,iim in school now.. we going to write a test in next lesson ( in math thadÃ¤us 
3067,1,@howie_d Wish Leigh a Happy Mother's Day for me! It's midnight in NY 
3068,0,Mac suddenly wont write to external HDD 
